source,cited,citation_analysis
3724567,17652652,positive
3724567,17652652,neither
3724567,12480498,positive
3724567,12480498,neither
3724567,23347102,positive
3724567,23347102,neither
3724567,10063488,positive
3724567,10063488,neither
3724567,14769682,positive
3724567,14769682,neither
3724567,22210572,positive
3724567,22210572,neither
3724567,19679812,positive
3724567,17903308,positive
3724567,22322875,positive
3724567,22942500,positive
3724567,9720852,positive
3724567,9720852,neither
3724567,20857861,positive
3724567,20857861,neither
3724567,11502812,positive
3724567,11502812,neither
3724567,19413143,positive
3724567,19641160,positive
3724567,19641160,neither
3724567,20394314,positive
3724567,20394314,neither
3724567,20337189,positive
3724567,20337189,neither
3724567,11766163,positive
3724567,11766163,neither
3724567,21080442,positive
3724567,21080442,neither
3724567,19728094,positive
3724567,19728094,neither
6815780,28465612,positive
6815780,28465612,neither
6815780,20957845,positive
6815780,19699146,positive
6815780,19699146,negative
6815780,27542881,positive
6815780,27542881,neither
6815780,27568340,positive
6815780,24882899,positive
6815780,19699146,neither
6815780,16895255,positive
6815780,16895255,neither
6815780,9419374,positive
6815780,9419374,neither
6815780,9491897,positive
6815780,9491897,neither
6815780,28179647,positive
6815780,28179647,neither
6815780,11179016,positive
6815780,22171205,positive
6815780,22171205,neither
6815780,23496005,positive
6815780,23496005,neither
6815780,18363309,positive
6815780,27568806,positive
6815780,27568806,neither
6815780,28778235,positive
6815780,17360730,positive
6815780,17360730,neither
6815780,29997573,positive
6815780,29997573,neither
6815780,15124711,positive
6815780,17855620,positive
6815780,17855620,neither
6815780,10673181,positive
6815780,10673181,neither
6815780,18503513,positive
6815780,18503513,neither
6815780,18669796,positive
6815780,18669796,neither
6815780,22547886,positive
6815780,22547886,neither
6815780,1798888,positive
6815780,9415943,positive
6815780,28449902,positive
6815780,28449902,neither
6815780,4719486,positive
6815780,16679057,positive
6815780,16679057,neither
6815780,4719486,neither
6815780,2748771,positive
6815780,15560774,positive
6815780,15700727,positive
6815780,15700727,neither
6815780,16171294,positive
6815780,16171294,neither
6815780,28162150,positive
6815780,28162150,neither
6815780,22182320,positive
6815780,22182320,neither
6815780,16944671,positive
6815780,12374492,positive
6815780,12374492,neither
6815780,27165941,positive
6815780,27165941,negative
6815780,22942503,positive
6815780,30321823,positive
6815780,30321823,neither
6815780,18246980,positive
6815780,18246980,neither
6815780,11403522,positive
6815780,11403522,neither
6815780,22841027,positive
6815780,22841027,neither
6815780,29321233,positive
6815780,29321233,neither
6815780,29759269,positive
6815780,26943713,positive
6815780,26943713,neither
6815780,9450772,positive
6815780,16684437,positive
6815780,1968069,positive
6815780,8341891,positive
6815780,30694576,positive
6815780,17564408,positive
6815780,24107292,positive
6815780,9450772,neither
6815780,16684437,neither
6815780,1968069,neither
6815780,8341891,neither
6815780,30694576,neither
6815780,17564408,neither
6815780,24107292,neither
6815780,29759269,neither
6815780,26149554,positive
6815780,10828434,positive
6815780,10828434,neither
6815780,14592280,positive
6815780,26149554,neither
6815780,28443381,positive
6815780,28443381,neither
6815780,20957845,neither
6815780,30521757,positive
6815780,30521757,neither
6815780,28778242,positive
6815780,28778242,neither
6815780,22893778,positive
6815780,16895262,positive
6815780,16895262,neither
6815780,12733850,positive
6815780,12733850,negative
6815780,22043968,positive
6815780,22161946,positive
6815780,22161946,neither
6815780,18698199,positive
6815780,18698199,neither
6815780,30736887,positive
6815780,17580592,positive
6815780,25838042,positive
6815780,25838042,neither
6815780,30169321,positive
6815780,28802388,positive
6815780,30426515,positive
6815780,30426515,neither
6815780,28507129,positive
6815780,28507129,neither
8238550,27751677,positive
8238550,21075238,positive
8238550,21075238,neither
8238550,25222347,positive
8238550,25222347,neither
8238550,33089195,positive
8238550,30217831,positive
8238550,30217831,neither
8238550,30040006,positive
8238550,30040006,neither
8238550,29073412,positive
8238550,29073412,neither
8238550,33089195,neither
8238550,11007448,positive
8238550,24791913,positive
8238550,24791913,neither
8238550,19621072,positive
8238550,19621072,neither
8238550,26084524,positive
8238550,30503799,positive
8238550,30503799,neither
8238550,3659730,positive
8238550,3659730,neither
8238550,9764259,positive
8238550,29352373,positive
8238550,29352373,neither
8238550,27031035,positive
8238550,27031035,neither
8238550,29742118,positive
8238550,29742118,neither
8238550,32147360,positive
8238550,32147360,neither
8238550,30326782,positive
8238550,30326782,neither
8238550,30289871,positive
8238550,30289871,neither
8238550,26999625,positive
8238550,26999625,neither
8238550,25790844,positive
8238550,24444223,positive
8238550,24444223,neither
8238550,29543074,positive
8238550,29543074,neither
8238550,28585467,positive
8238550,28585467,neither
8238550,29973086,positive
8238550,29973086,neither
8238550,25790844,neither
8238550,27918662,positive
8238550,27918662,neither
8238550,32629506,positive
8238550,32629506,neither
8238550,29851569,positive
8238550,29851569,neither
8238550,30626222,positive
8238550,30626222,neither
8238550,29758571,positive
8238550,29758571,neither
8238550,22559737,positive
8238550,22559737,neither
8238550,26020095,positive
8238550,26020095,neither
8238550,25946072,positive
8238550,25946072,neither
8238550,28530487,positive
8238550,28530487,neither
8238550,26750446,positive
8238550,26062597,positive
8238550,29776619,positive
8238550,30618835,positive
8238550,26750446,neither
8238550,26062597,neither
8238550,29776619,neither
8238550,30618835,neither
8238550,30239491,positive
8238550,20308699,positive
8238550,24276580,positive
8238550,32023544,positive
8238550,30024323,positive
8238550,30239491,neither
8238550,20308699,neither
8238550,24276580,neither
8238550,32023544,neither
8238550,30024323,neither
8238550,29651858,positive
8238550,29651858,neither
8238550,10721507,positive
8238550,20581704,positive
8238550,20581704,neither
8238550,31281263,positive
8238550,31281263,neither
8238550,1798888,positive
8238550,1798888,neither
8238550,24260280,positive
8238550,24260280,neither
8238550,4719486,positive
8238550,4719486,neither
8238550,30239491,negative
8238550,11322712,positive
8238550,29842816,positive
8238550,8657094,positive
8238550,8657094,neither
8238550,25105558,positive
8238550,25105558,neither
8238550,28493061,positive
8238550,28493061,neither
8238550,12603781,positive
8238550,12603781,neither
8238550,12683469,positive
8238550,12683469,neither
8238550,10210616,positive
8238550,19645971,positive
8238550,19645971,neither
8238550,9764259,neither
8238550,27692973,positive
8238550,27692973,neither
8238550,16303153,positive
8238550,16303153,neither
8238550,24337231,positive
8238550,24337231,neither
8238550,21463024,positive
8238550,21463024,neither
8238550,32317980,positive
8238550,33027747,positive
8238550,33027747,neither
8238550,32317980,neither
8238550,31621995,positive
8238550,31621995,neither
3630937,8918123,positive
3630937,20130253,positive
3630937,20130253,neither
3630937,19237143,positive
3630937,19237143,neither
3630937,12076414,positive
3630937,12076414,neither
3630937,12932084,positive
3630937,12932084,neither
3630937,6473663,positive
3630937,6473663,neither
3630937,11354518,positive
3630937,11354518,neither
3630937,14592392,positive
3630937,14592392,neither
3630937,19147377,positive
3630937,19147377,neither
3630937,17679560,positive
3630937,17679560,neither
3630937,12003167,positive
3630937,12003167,neither
3630937,16842544,positive
3630937,16842544,neither
3630937,9706413,positive
3630937,9706413,neither
3630937,12959951,positive
3630937,12959951,neither
3630937,11513308,positive
3630937,11513308,neither
3630937,18041479,positive
3630937,18041479,neither
3630937,19653582,positive
3630937,19653582,neither
3630937,16393442,positive
3630937,16079371,positive
3630937,16079371,neither
3630937,17632651,positive
3630937,17632651,neither
3630937,12537513,positive
3630937,12537513,neither
3630937,16908126,positive
3630937,16908126,neither
3630937,16885432,positive
3630937,11222668,positive
3630937,11222668,neither
3630937,18716204,positive
3630937,18716204,neither
3630937,19293415,positive
3630937,19293415,neither
3630937,15328903,positive
3630937,15525998,positive
3630937,12417966,positive
3630937,17920581,positive
3630937,9507929,positive
3630937,19074351,positive
3630937,19074351,neither
3630937,10073328,positive
3630937,10073328,neither
3630937,15252267,positive
3630937,15252267,neither
3630937,9270575,positive
3630937,9270575,neither
3630937,16684437,positive
3630937,11719309,positive
3630937,11719309,neither
3630937,16171291,positive
3630937,16171291,neither
3630937,16513889,positive
3630937,16513889,neither
3630937,17592927,positive
3630937,17592927,neither
3630937,15328903,negative
3630937,15986191,positive
3630937,12672167,positive
3630937,10505821,positive
3630937,15152897,neither
3630937,11471907,neither
3630937,2496815,neither
3630937,8513037,neither
3630937,9844753,neither
3630937,12398256,neither
3630937,19637048,neither
3630937,9450772,neither
3630937,16684437,neither
8273747,26136071,positive
8273747,26136071,neither
8273747,23311550,positive
8273747,23311550,neither
8273747,26364544,positive
8273747,26364544,neither
8273747,31746111,positive
8273747,31746111,negative
8273747,27091523,positive
8273747,27763782,positive
8273747,27763782,negative
8273747,27763782,neither
8273747,30517670,positive
8273747,29852916,positive
8273747,29852916,neither
8273747,27491292,positive
8273747,27491292,neither
8273747,31132577,positive
8273747,31132577,negative
8273747,31504445,positive
8273747,29221783,positive
8273747,26718988,positive
8273747,26718988,neither
8273747,23243115,positive
8273747,26039963,positive
8273747,26039963,neither
8273747,26075423,positive
8273747,26075423,neither
8273747,30041632,positive
8273747,30041632,neither
8273747,14726171,positive
8273747,14726171,neither
8273747,31300205,positive
8273747,31881109,positive
8273747,21314644,positive
8273747,29073412,positive
8273747,29073412,neither
8273747,25668196,positive
8273747,25668196,neither
8273747,26763887,positive
8273747,26763887,negative
8273747,27391917,positive
8273747,28093825,positive
8273747,28093825,neither
8273747,26718988,negative
8273753,26551999,positive
8273753,26551999,neither
8273753,33601324,positive
8273753,33601324,neither
8273753,24695508,positive
8273753,11201693,positive
8273753,30529431,positive
8273753,30529431,neither
8273753,24327267,positive
8273753,20673649,positive
8273753,26527548,positive
8273753,26527548,neither
8273753,26459684,positive
8273753,26459684,neither
8273753,26299471,positive
8273753,31778942,positive
8273753,19637055,positive
8273753,27802500,positive
8273753,27802500,neither
8273753,33338700,positive
8273753,33338700,neither
8273753,24589672,positive
8273753,24589672,neither
8273753,33429288,positive
8273753,33429288,neither
8273753,28257638,positive
8273753,28257638,neither
8273753,30652219,positive
8273753,30652219,neither
8273753,28689312,positive
8273753,24629828,positive
8273753,24629828,neither
8273753,20561178,positive
8273753,20561178,neither
8273753,25193149,positive
8273753,29195725,positive
8273753,29195725,neither
8273753,30524742,positive
8273753,32201346,positive
8273753,32201346,neither
8273753,33089211,positive
6901050,31300334,positive
6901050,31300334,neither
6901050,30872370,positive
6901050,30872370,neither
6901050,27423232,positive
6901050,27423232,neither
6901050,23910433,positive
6901050,23910433,neither
6901050,28280920,positive
6901050,28280920,neither
6901050,30246267,positive
6901050,30246267,neither
6901050,30746195,positive
6901050,30746195,neither
6901050,20104680,positive
6901050,20104680,neither
6901050,26856724,positive
6901050,26856724,neither
